name,description,price,introduction,item_spec
【小牛津】親子互動遊戲書(厚紙硬頁書共6冊-可點讀),,['NT$260'],[],[]
collectA 海洋生物禮盒組(7入)~英國高擬真模型-,,['NT$860'],[],[]
collectA 小恐龍組 盒裝-10入 英國高擬真模型 公仔 恐龍公仔,,['NT$350'],[],[]
collectA 農場家禽組~英國高擬真模型,,['NT$490'],[],[]
collectA 史前動物組~英國高擬真模型,,['NT$560'],[],[]
collectA 大象家族組~英國高擬真模型,,['NT$490'],[],[]
Food超人 可愛寵物店,,['NT$180'],[],[]
Food超人 聲光泡泡相機 (藍),,['NT$180'],[],[]
心心水餃聲光泡泡相機 (紅),,['NT$180'],[],[]
Food超人 順序圖卡 腦力開發圖卡教具,,['NT$252'],[],[]
Food超人 關係配對 腦力開發圖卡教具,,['NT$252'],[],[]
Food超人 幼幼音樂手機,,['NT$401'],[],[]
Food超人 點讀認知圖鑑,,"['NT$1,155']",[],[]
Food超人 小寶貝故事機,,['NT$315'],[],[]
Food超人 正音ㄅㄆㄇ互動點讀繪本,,"['NT$1,155']",[],[]
Food超人 超商小店長,,['NT$175'],[],[]
Food超人 配對賓果,,['NT$252'],[],[]
Food超人 幼兒學習讀卡機,,['NT$686'],[],[]
日常-FOOD超人幼兒2片拼圖卡,,['NT$198'],[],[]
交通-FOOD超人幼兒2片拼圖卡,,['NT$198'],[],[]
Food超人 幼幼益智 磁力棒 可愛動物,,['NT$476'],[],[]
Food超人 多重點讀筆 32G,,"['NT$1,540']",[],[]
Food超人 錢幣遊戲,,['NT$266'],[],[]
Food超人創意磁力片 超級坦克機器人,,"['NT$1,106']",[],[]
Food超人 小手點讀語文有聲寶盒,,"['NT$1,155']",[],[]
風車圖書 毛毛蟲佩里柯品,,['NT$105'],[],[]
Food超人 多元智能學習盒,,['NT$434'],[],[]
Food超人 小學生英語圖解點讀字典,,"['NT$1,155']",[],[]
Food超人 中英台點讀百科:1200個單字+100句會話+20首歌謠,,"['NT$1,155']",[],[]
小牛津 黃金升級版48件組全腦開發點讀大寶盒~超大容量32G點讀筆,,"['NT$2,880']",[],[]
小牛津 小小灌籃高手,,['NT$413'],[],[]
小牛津 聰明寶寶認知圖卡 點讀版,,['NT$250'],[],[]
7 小小萬能積木,,['NT$118'],[],[]
風車圖書 小手按按有聲書-交響樂,,['NT$196'],[],[]
風車圖書 小手按按有聲書-世界舞曲,,['NT$196'],[],[]
小牛津 【Okids博士積木】立體組裝工程師(295pcs),,['NT$530'],[],[]
小牛津 長頸鹿藍芽兒童麥克風,,['NT$980'],[],[]
小牛津 互動學習讀卡機 (附200張認知圖卡),,['NT$720'],[],[]
Food超人 智能啟蒙小立方,,['NT$182'],[],[]
小牛津 鈴鐺城堡溜溜樂-21pcs,,['NT$360'],[],[]
小牛津 7件組-大全套點讀小百科(乖乖虎筆),,"['NT$1,060']",[],[]
風車圖書 幼升小 全方位入學準備（全2冊）,,['NT$252'],[],[]
風車圖書 加法好好玩,,['NT$168'],[],[]
Food超人 小手點讀學前啟蒙百科,,['NT$455'],[],[]
Food超人小手點讀ㄅㄆㄇ拼音書,,['NT$455'],[],[]
風車圖書 小小手指走迷宮（全套4冊）,,['NT$686'],[],[]
風車圖書 幼幼觸摸認知書（全套3冊）,,['NT$588'],[],[]
寶寶絨毛抱抱書-小小熊,,['NT$336'],[],[]
風車圖書 75億人的秘密 尋找每個人的故事,,['NT$322'],[],[]
Food超人 小手點讀台灣地圖百科,,['NT$455'],[],[]
Food超人 世界地圖百科(200個國家&國旗+4000個雙語單字),,['NT$336'],[],[]
Food超人 小手點讀國字圖解百科,,['NT$455'],[],[]
風車圖書 創意小麥黏土（12色）,,['NT$196'],[],[]
360度完美比例車上餐桌 汽車托盤 飲料架 飲料盤 餐桌 360度旋轉支架 置物盤 兒童餐桌,,['NT$188'],[],[]
Playmobil 摩比積木 70731 馴龍高手,來自德國playmobil摩比人,['NT$980'],[],[]
Playmobil City Life 婚禮接待處,"💍 尋找完美婚禮接待處嗎？摩比人獨家推出「摩比人-婚禮接待處」，讓您的婚禮成為一場夢幻的浪漫冒險！

🌺 特色亮點：

美麗的花園場地，營造浪漫氛圍
精緻自助餐桌、邊桌，滿足您的美食期待
令人驚豔的樹木和配件，打造夢幻場景
甜點桌上的各種美味，讓您盡情選擇
不可錯過的婚禮蛋糕，為愛情加點甜蜜
🎁 套裝內容：

3個可愛的公仔
自助餐桌、邊桌
樹木、禮物
精緻婚禮蛋糕和其他配件
🎶 在歌手的音樂下，深夜跳舞至夜晚，共度美好時光。更有心形戒指作為特別的婚禮禮物！",['NT$520'],[],[]
中元普渡金紙套組,,"['NT$59~NT$199', 'NT$59', 'NT$199']",['🎉【樂寶媽生活團購】特別獻上台灣金紙工廠直售的中元普渡金紙套組！🎉\n\n🔥一年一度的普渡拜拜即將來臨，你準備好了嗎？別擔心，今年準備金紙不再是問題！👻✨\n\n🏮中元普渡的一個重點就是要拜拜！今年，我們準備了超級特別的套組，讓您輕鬆迎接這個重要的日子！🥠🥠\n\n🎐普渡姐解厄，今年開始一切順順利利，平平安安，疫情退散，這是一定要拜的大日子！不論您要在家裡普渡還是去廟宇裡與大家一起普渡，我們都為您準備好了！⛩⛩\n\n🕑每年普渡，最佳祭拜時辰通常是下午2點到5點前，記得準時拜拜哦！切記，好兄弟的一定要放在門外，讓他們滿載而歸，讓您一切順順利利！👻📌\n\n🛍除了普渡拜好兄弟外，其他時間，像是每個月的初一、十五，準備一份金紙套組都可以祭拜喔！無論是家中拜拜用還是公司超渡用，這份金紙套組剛剛好，無需再去準備其他相關商品！🎇\n\n🎁現在就來樂寶媽生活團購選購您的中元普渡金紙套組，讓您的普渡拜拜更加順利、祥和！快來抓住這個機會，享受便捷又貼心的購物體驗吧！🛒🌟'],"['A.補運補財庫組合', 'B.拜神明組合（大）', 'C.拜神明組合（小）', 'D.祖先', 'E.地基主']"
沃馬積木 WOMA 超FUN野營CAMING!,,"['NT$590', 'NT$840']",[],[]
李歐．李奧尼智慧寓言,,"['NT$800', 'NT$2,650']",[],[]
糖果色一字長髮夾(3入),,"['NT$38', 'NT$56']",['🍬【樂寶媽生活團購】糖果色一字長髮夾，甜蜜夾出少女風！🍭\n\nHey hey hey，親愛的小甜心們！是時候為自己增添一點點甜蜜風格啦！今天我們要介紹的是超實用加長型一字夾，專為你打造時尚靚髮，讓你隨時隨地展現最迷人的一面！💖\n\n這款糖果色一字長髮夾，不僅設計可愛，還實用加長，讓你輕鬆夾出多種髮型，完美搭配日韓風格，讓你走在時尚尖端！無論你是清純甜美型還是率性洒脫型，這裡都有適合你的色彩！🌈\n\n✨【商品特色】：\n- 長度約11CM，寬度約3.2CM，精心設計，一夾輕鬆夾髮，讓你的髮型更加持久。\n- 甜蜜色系設計，多色可選，讓你隨心搭配，輕鬆展現不同風情。\n- 日韓風格設計，時尚感爆棚，讓你成為眾人注目的焦點！\n\n🎨【商品規格】：\n- 尺寸：長11CM、寬3.2CM（尺寸為手工測量，誤差尺寸±20mm為國際驗貨標準可接受範圍）。\n- 顏色：隨機發貨，驚喜色彩等你來挑戰！\n- 產地：精選優質材料，來自中國。\n\n💁\u200d♀️【使用方法】：\n1. 將一字夾輕輕夾住髮束，固定你想要的髮型。\n2. 根據需要夾多個位置，創造出更多獨特的造型。\n3. 搭配不同顏色的夾子，打造出更豐富的造型效果！\n\n讓我們一起化身為百變女郎，展現自己獨特的魅力吧！現在就加入【樂寶媽生活團購】，把這款可愛又實用的糖果色一字長髮夾帶回家，為自己的生活增添一點小小的甜蜜！快來搶購吧！✨'],[]
隨心放壁掛萬用刀具置物架,,"['NT$17', 'NT$26']",['🌟🔪【樂寶媽生活團購】最新推出！隨心放壁掛萬用刀具置物架！🔪🌟\n\n✨ 善用牆面空間，讓家變大的秘訣就是隨心放壁掛萬用刀具置物架！簡易安裝，收納更給力，讓它成為你的生活小幫手！\n\n🌈 商品款式多樣，包括藍色、綠色、橘色、黃色，色彩繽紛，讓你的家居更加生動活潑！\n\n❤️ 多位掛勾設計，加寬設計更能裝，大大小小一架搞定，收納小能手，讓你的廚房更整潔有序！\n\n❤️ 開放式收納，刀具好收納，輕鬆裝下廚房中各式廚具，讓你的廚房更加整潔美觀！\n\n❤️ 加寬置物面，收納更多瓶罐，21cm置物面，放置物品更隨心所欲，讓你的生活更加便利！\n\n❤️ 強勁承重，持久耐用，小身材大承重，強力背膠不易掉落，讓你使用更加安心！\n\n❤️ 一架多用，多處可放，廚房、梳妝台、浴室，隨手放置，使生活更加方便！\n\n💡 安裝方法簡單易行：\n1. 擦乾牆面\n2. 裝上背膠並撕下保護膜\n3. 裝至合適位置並用力按壓\n4. 靜置24小時即可使用\n\n🎉 別再猶豫了！趕快加入我們的團購，讓隨心放壁掛萬用刀具置物架成為你家居必備的好幫手！讓你的生活更加便捷、整潔又時尚！🔪🌟'],[]
變形金剛全電壓插座,,"['NT$394', 'NT$564']",['🎉🔌【樂寶媽生活團購】新品上市！擁有神奇百變的變形金鋼全電壓插座，讓你的家居生活不再卡卡，出門也不卡卡！🏠🚗\n\n✨這款變形金鋼全電壓插座具有以下特色：\n✅ 無衝突設計，多規格插座，可以隨心所欲變換任意造型，滿足你家中各個角落的需求！💡🔌\n✅ 每個插座都是獨立設計，不受限於任何地方，讓你使用更加方便！💯👍\n✅ 突破傳統，全新設計，給你帶來不一樣的插座體驗！🌟🔋\n\n這款變形金鋼全電壓插座不僅外形獨特，功能更加強大，讓你的生活更加便捷！無論是家中還是出門，在任何地方都能享受到方便的用電體驗！💼🏡\n\n🔥現在就加入我們的團購行列，一起擁有這款超酷炫的變形金鋼全電壓插座，讓你的家居生活更加時尚、便利！別再猶豫了，趕快行動吧！⚡🚀'],[]
多用免釘雙色瀝水置物架,,"['NT$73', 'NT$105']",['🌟🛍️ 【樂寶媽生活團購】最新熱銷好物來囉！🎉✨\n\n🌈 你是不是總是不知道該如何妥善收納廚房用具？不要擔心！現在有了我們的【多用免釘雙色瀝水置物架】，讓你的廚房整潔又方便！🔪🥢🧼\n\n✨ 【商品特色一覽】：\n🌟 多功能設計：刀架、筷子筒、毛巾架、掛鉤，一架滿足你各種收納需求！\n🌟 可移動式毛巾架：隨拿隨用，讓你的毛巾收納更加便利！\n🌟 四刀槽設計：適用各種不同刀具，從菜刀到水果刀，應有盡有！\n🌟 無需工具安裝：快速安裝，省時省力，讓你輕鬆擁有整潔的廚房！\n🌟 免釘設計：不留痕跡、不傷牆，讓你放心使用！\n\n🌈 【商品規格詳情】：\n✅ 商品尺寸：27x8x16cm，小巧精緻，不佔空間！\n✅ 商品顏色：綠色、橙色、藍色，繽紛多彩，添置廚房色彩！\n\n🎉 【商品詳細說明】：\n廚房用具收納問題一次解決！無論是刀具、餐具還是抹布，我們的多用免釘雙色瀝水置物架都能輕鬆應對！安裝方便快捷，不需要任何工具，省時省力。而且免釘設計，不僅不留下痕跡，更不會損壞牆壁，讓你的廚房更加整潔美觀！\n\n💖 這款置物架不僅功能強大，而且造型簡約美觀，是每個現代家庭廚房的理想之選！快來加入我們的團購，為你的廚房增添一抹亮麗色彩，讓生活更加便利美好！🛒🌟'],[]
日系木板抽屜收納櫃(五抽下單處),,"['NT$1,685', 'NT$2,408']",['🌟【樂寶媽生活團購】獨家推出！🌟\n\n❤️ 日系木板抽屜收納櫃 ❤️\n\n桌上零零碎碎的小物品總是讓人感到頭痛？塑膠櫃雖然實用，但質感差又不美觀？現在，讓我們介紹一款美觀又實用的收納神器——日系木板抽屜收納櫃，簡約的木製風格，擺放在任何地方都相得益彰！🎉\n\n🎈 人性化設計，簡約時尚：\n木製框架與複合底板巧妙結合，美觀耐用，擺放哪裡都合適！\n\n🎈 木製材質，巧妙收納：\n獨特的設計，保持空氣通風，抽屜內不卡味！\n\n🎈 獨特設計，美觀實用：\n木製方型，無論怎麼擺放都合適，多抽屜設計有助於物品分類整理！\n\n🎈 日系配色，和風搭配：\n簡單的色彩與一般家居裝潢相得益彰，不會顯得突兀！\n\n🎈 好家居，一定要選好材質：\n高平整度、承重度好，低甲醛、機械加工，為您的家居品質保駕護航！\n\n這款日系木板抽屜收納櫃不僅擁有不凡的風格品味，更是居家必備的單品！✨ 為您的生活增添幸福感，創造質感舒適的生活環境！尤其適合小資租屋族、小家庭，是您居家生活的好幫手！🏡\n\n✅【商品尺寸】：\n- 五抽：40x30x80cm\n（單一抽屜尺寸：33.5x27x13cm）\n（尺寸為手工測量，誤差尺寸±2cm為國際驗貨標準可接受範圍）\n（附贈配件款式數量及顏色隨機出貨，圖片僅供參考，以實際收到為主。）\n\n✅ 產地：中國\n✅ 產品料號：FD0701020\n\n🛒 快來樂寶媽生活團購，讓您的生活更精彩、更便利！🛒'],[]
2合1壁掛式洗手乳掛架,,"['NT$47', 'NT$69']",['🌟【樂寶媽生活團購】獨家推出！🌟\n\n🌵 2合1壁掛式洗手乳掛架 🧼\n\n😩 厭倦了彎腰擠洗手乳、沐浴乳及洗髮乳嗎？別再煩惱了！有了我們的 2合1壁掛式掛架，讓你想掛哪就掛哪，再也不用找東找西！👍\n\n🌟 特色亮點：\n- 適用市面大部份瓶蓋，給你一個整潔的空間💐💐\n- 超強黏膠，牢固不易掉落，讓您的生活更方便🌵\n- 水又防潮，增加置物收納的空間，雙效兼具！🧼\n- 懸掛的方式不僅可以有瀝水功效，還能收納置物，空間更大！☺\n\n🏠 讓您的生活更輕鬆，多功能設計：\n- 控油潔面\n- 洗手洗碗\n- 放置手機，追劇不間斷！💗💗💗\n- 雙卡扣貼片，輕鬆承重兩瓶水的重量🤯🤯🤯\n- 大口徑更易放，多種瓶子隨意放置解決煩惱\n\n✅【商品材質】- 優質PP\n✅【商品顏色】- 不挑色，隨機出貨\n✅【商品尺寸】- 85mm*125mm*125mm\n(尺寸為手工測量，誤差尺寸±20mm為國際驗貨標準可接受範圍)\n✅ 產地：中國\n✅ 產品料號：FC0402025\n\n🛒 快來樂寶媽生活團購，讓您的生活更便利，更有品味！🛒'],[]
六層紗布純棉蓋毯,,"['NT$259', 'NT$371']",['🌟🌈【六層紗布純棉蓋毯】超級舒適百年不敗款，讓你的夏秋季更加舒適！🌸🍃\n\n⭐⭐ 百年不敗款雙面圖案超可愛，絕對是女王的必備寶貝之一！一人一條，全家都能擁有舒適的寶貝蓋毯！😁😁\n\n‼‼ 獨立包裝，一條一個袋子，方便攜帶，隨時隨地都能享受舒適！🎒🌟\n\n夏天的洞洞被子怕太冷透風，被子怕太熱整身汗不開心？別擔心！👉👉 六層紗布純棉蓋毯讓你一解煩憂！夏天一直蓋到秋季，放一條在車上，隨時可以使用，讓您的生活更加便捷！\n\n✅ 尺寸：110*110cm，適合各種場合使用，大小剛剛好，滿足您的各種需求！\n\n🍃 棉的材質洗了很快乾哦，容易乾就不容易滋生細菌，讓您的健康更有保障！🌳🌸\n\n快來[樂寶媽生活團購]一起添購，讓您的夏秋季更加舒適，享受高品質的生活！🛍️🌟🌸'],[]
韓國 isLeaf蘊活順盈香氛霧200ml公司貨-茉氣十足,,"['NT$179', 'NT$257']",['🌟【樂寶媽生活團購】獨家推薦：韓國 isLeaf 蘊活順盈香氛霧 200ml 公司貨 - 茉氣十足！🌟\n\n🌺 好康來了！小三美日和寶雅都瘋狂搶購的韓國髮噴霧，現在在樂寶媽生活團購特價登場啦！只要這次搶到的價格，就能擁有 200ml 超大容量的優質髮噴霧！快來一起享受頂級髮質護理的奢華體驗吧！\n\n🌿 這款 isLeaf 香氛霧不僅僅是髮噴霧，更是你秀髮的全方位修護專家！蘊含摩洛哥堅果油、山茶花油、大麥萃取、野大豆籽萃取和茶葉萃取等多種天然成分，有效順柔髮絲、護色亮澤，而且不沾黏、免沖洗，讓你的秀髮每天都綻放自信光彩！\n\n💆\u200d♀️ 早上剛起床，頭髮總是一團亂嗎？不用擔心！只要輕輕噴上 isLeaf 蘊活順盈香氛霧，頭髮立刻變得順滑無比，再也不用煩惱打結和毛躁問題啦！隨時隨地，只需輕輕噴一下，就能瞬間補充水分，讓你的秀髮煥然一新！\n\n💎 更棒的是，這款香氛霧還含有水解角蛋白、水解蠶絲蛋白和水解膠原蛋白等多種主要蛋白質，能深層滋潤秀髮，修護受損部位，讓你的髮絲煥然一新，回復健康亮麗！\n\n🌸 選擇多種香味，隨心所欲，展現你的個性魅力！紫愛瑰蜜的桃子味、蘋果花、玫瑰、依蘭、檀香和琥珀麝香，或是茉氣十足的小蒼蘭、木蓮、茉莉花、琥珀和蜂蜜，無論哪種都能為你帶來前所未有的香氛體驗！\n\n🎥 還等什麼？點擊觀看影片介紹，親眼見證 isLeaf 香氛霧的神奇效果！快來樂寶媽生活團購，把握機會，讓你的髮絲擁有最極致的呵護和味道！\n\n✅ 產品資訊：\n- 產品料號：WA0000271~272\n- 產品容量：200ml\n- 產地：韓國\n\n🌈 不要錯過這個絕佳機會，立即加入樂寶媽生活團購，與我們一起享受韓國 isLeaf 蘊活順盈香氛霧的奢華體驗吧！數量有限，售完為止！'],[]
夏天限定韓版海星造型髮夾(單入),,"['NT$16', 'NT$24']",['🌟 夏天來了，是時候為自己的髮型增添一些悅目的點綴了！樂寶媽生活團購獨家推出的夏天限定韓版海星造型髮夾，外型透透的果凍感，讓你的秀髮更加柔順光澤，成為度假時的必備髮飾！\n\n🌊 好像是化身人魚公主一般的髮夾風格，長夾好夾好戴，百看不厭！雙星設計的髮夾帶來超有氣質的感覺，多色可選，透透的果凍感質感超好！海星造型讓每一位女孩一見鍾情，快快揪姊妹一起入手吧！\n\n✨ 商品尺寸：7cm，大小適中，方便攜帶使用！顏色隨機出貨，驚喜連連！不僅美觀，而且實用！產地為中國，品質保證！\n\n💖 夏日的海灘派對或者是日常的出門打扮，都少不了這款夏天限定的海星造型髮夾的點綴！讓你的髮型更加時尚有型，成為眾人注目的焦點！快來樂寶媽生活團購，讓美麗從髮尾開始！趕快行動吧！'],[]
免釘無痕壁掛萬用收納盒,,"['NT$49', 'NT$71']",['🌟【樂寶媽生活團購】最新推出！🌟\n\n🌈 免釘無痕壁掛萬用收納盒，讓您的居家生活更加整齊美觀！🌈\n\n✨ 特色功能 ✨\n\n✅ 安裝輕鬆、簡約美觀，可幫助您將物品整齊收納，維持乾淨的居家環境！\n\n✅ 免打孔壁掛設計，無需工具，安裝輕鬆簡單，讓您省時省力！\n\n✅ 承重力強，擁有絕佳的承重能力，不怕隨時會掉落！\n\n✅ 可拆卸掛鉤，可懸掛鑰匙、剪刀等掛件，增加您的收納空間！\n\n✅ 抽取式抽屜設計，底部抽屜空間方便您收納耳飾、戒指等小飾品！\n\n🎨 商品規格 🎨\n\n📐 尺寸：10x7.2x15.6cm，尺寸精準，符合國際驗貨標準！\n\n🌈 顏色：黃、橘、黑、白、粉，多彩選擇，讓您的家居更加生動！\n\n📦 附贈配件款式數量及顏色隨機出貨，讓您的收到的產品更加驚喜！\n\n💡 快來樂寶媽生活團購，讓這款萬用收納盒成為您居家生活的好幫手，輕鬆收納生活用品、化妝用品、文具用品，讓您的生活更加便利舒適！💡'],[]
豪華油漆刷5件套裝（無附桿子）,,"['NT$285', 'NT$408']",['🎨【樂寶媽生活團購】春節裝潢新利器！🎨\n\n👉 過年把牆壁重新換新衣，輕輕鬆鬆，不費吹飛之力！多件工具一次購足，讓您的裝修計畫更加便利！🥳\n\n🖌️ 豪華油漆刷5件套裝，讓您輕鬆應對各種裝潢需求！🖌️\n\n✨ 特色功能 ✨\n\n✅ 兩種滾筒設計，無論是牆角還是大面積，都能快速處理，節省您的時間和精力！\n\n✅ 三段鋁製延長桿，高牆也能輕鬆處理，讓您不再受限於空間！\n\n✅ 具有兩種針對角落及細節的刷具，讓您的裝修更加精準！\n\n✅ 內建850ml顏料桶設計，減少沾顏料及顏料滴落的頻率，大幅增加工作效率！\n\n🌟 快來樂寶媽生活團購，讓我們一起為家裡增添新氣象！🌟'],[]
幸運金豬送福手鍊,,"['NT$47', 'NT$69']",['🎉🐷 樂寶媽生活團購 歡慶豬年到！幸運金豬送福手鍊 🐷🎉\n\n金豬旺財，帶來健康與幸福！配戴一條金豬送福手鍊，讓2023整年都充滿祝福與福氣！🎉🎉\n\n✨ 材質：銅+鋯石，高質感材質打造，品質保證！金猪報到，財運滾滾賴，迎接豬年，轉運福豬來報喜！🐷✨\n\n🎁 送禮自用兩相宜，送禮送到心坎裡，讓長輩開心又歡喜！🎁\n\n🌟 快來樂寶媽生活團購，入手一條幸運金豬送福手鍊，讓您和您的家人迎接豬年的好運氛圍！🌟'],[]
可調節雙頭油漆刷組,,"['NT$104', 'NT$150']",['🎨 樂寶媽生活團購 🎨\n\n🌟 熱賣歐美好物，打造專業油漆體驗！ 🌟\n\n✨ 魔法般的可調節雙頭油漆刷組現登場！✨\n\n✅ 漆工必備利器，讓你輕鬆上手，輕鬆享受塗鴉樂趣！✅\n\n👌 兩種刷頭，長短自由切換，蘸料更均勻，塗漆更細膩平整！👌\n\n💫 特色設計，360度無死角滾刷，牆角、欄杆、木條一刷到底！💫\n\n🌈 附贈多種配件，讓你油漆工作無煩惱，輕鬆掌握每一刷的藝術！🌈\n\n❤️ 可調節雙頭油漆刷組，帶你體驗油漆新境界！ ❤️\n\n🎁 商品尺寸：大棉棍16x3.5cm，小棉棍11x3.5cm\n(尺寸誤差±20mm為國際驗貨標準可接受範圍)\n\n🌍 產地：中國\n\n🎉 把握機會，馬上加入我們的團購行列，一起享受專業級油漆體驗吧！ 🎉'],[]
迷你手搖碎冰刨冰機,,"['NT$149', 'NT$214']",['🌞🍧【樂寶媽生活團購】全新上架！夏日必備神器！🍧🌞\n\n🍉【迷你手搖碎冰刨冰機】🍉\n\n夏天自己DIY刨冰🍧好吃又健康🌻 可加各種自己喜歡的水果及果醬🍓 自己做大碗較過癮🍨做給孩子吃較放心\n\n🌟商品特色🌟\n- 🍭 齒輪轉動軸，輕鬆轉動不費力\n- 🍊 優質ABS材質，安全又衛生\n- 🥦 加厚手柄，手搖式搖桿\n- 🍑 碎冰操作簡單，小朋友也能輕鬆操作\n- 🍉 防滑設計，底部有四個防滑墊，避免使用時來回滑動，穩固方便\n\n使用超簡單，只需簡單幾步驟，馬上即可享用一碗美味的刨冰🍨\n\n✅ 商品材質：ABS+不鏽鋼刀片\n✅ 商品尺寸：12x20x13.5cm\n(尺寸為手工測量，誤差尺寸±2cm為國際驗貨標準可接受範圍)\n(附贈配件款式數量及顏色隨機出貨，圖片僅供參考，以實際收到為主。)\n✅ 產地：中國\n✅ 產品料號：FD0305071\n\n🌟 快來入手這款迷你手搖碎冰刨冰機，讓你隨時隨地都能輕鬆享受清涼解暑的刨冰美味！夏日炎炎，一碗自製刨冰，清爽解渴，快樂享受！絕對是您的夏日必備好幫手！🌟🍧🍉'],[]
蘋果充電線袋裝(1m),,"['NT$224', 'NT$321']",['👍👍👍👍外面夜市的充電線👉回去還要碰運氣！\n#手機挑線恐懼#原廠線高價恐慌😭😭\n\n🌈女王們，不要再為被挑線的困擾而苦惱了！樂寶媽生活團購為你找到好用的充電線，解決你的一切煩惱！👑\n\n👉沒有被挑線的煩惱！\n👉價錢還是菜市場價！\n👉一條不夠，多補幾條，快點行動吧！👏👏👏\n\n🍎人人都必備好幾條的充電線🍎\n家裡放兩條😀 車上放一條😀 包包放一條👜 不管在哪裡都能輕鬆充電，生活無憂！✨\n\n💡蘋果充電線袋裝(1m)💡\n\n✅長度：1米\n✅顏色：多種顏色可供選擇\n✅品質保證，穩定耐用\n\n😍現在就趁著這個機會，備上幾條，讓你的生活更便利更美好！快來樂寶媽生活團購，享受高CP值的購物體驗吧！🎉'],[]
兒童成長證件照紀念相框,,"['NT$182', 'NT$261']","['📸再不拍就長大了\n稍一個不留意，🍼小孩就暴風成長🧑\u200d🎓啦\n為寶貝成長、變化做記錄📝\n\n在每個閃閃發亮重要時期😊\n⭕️幼兒園、⭕️小一新鮮人、⭕️初中、⭕️高中...等等\n\n將大頭照片收藏紀錄起來\n放在💗同一個相框💗裡排排站\n那畫面果然最珍藏滿滿的感動呢🌼\n\n📽紀錄每一刻，除了留念\n更多是送給寶貝的祝福，值得永留存\n ', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_19aa6209-e86d-4b5c-aeed-c131b9e00eaf.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_df687618-92a0-4a87-b063-c194dd8f6ef1.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_0a4cd0a7-019e-4ea4-8cff-9e8318db670c.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_d95451b8-3d9d-4888-957b-e6f1bbb6b78b.jpg']","['銀色', '原白色無閃']"
Lishan UV小蘋果防曬噴霧SPF50+PA++++250g/瓶(亮白款),,"['NT$595', 'NT$850']","['✅添加高效防曬科技，阻絕UV有害光線\n✅3大美膚成分：維他命C、透明質酸、蜂王乳萃取成分\n✅輕薄噴霧不泛白，沐浴乳即可卸除\n✅清新水果花香，低刺激無酒精\n✅通過過敏、防水測試，無著色劑、防腐劑\n✅臉部、全身、頭髮可使用', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_b5ee7c97-0a98-42f8-a07f-b6e46726afd5.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_71eed1f4-ac78-482c-80c7-eedf3408cc17.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_05f4aff9-b1c4-4888-a180-383db1ae6b25.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_a64c9cb0-3778-4ca4-ae2b-3b28cd7bdc89.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_a0cc6c44-80a0-44ee-9285-f7a8d4514ba5.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_c7c82db4-7340-4ba3-9022-02e13997a147.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_0ed977bd-170c-463f-8286-2d722dd281e6.jpg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_3bc41af9-51db-4be7-8142-56695d553bb2.jpg']",[]
